name,year,ranked,community
"Chaoulli c. Québec (Procureure générale)",2000,0.0160536966107724,527
"R. v. Ross",1989,0.0160374649019365,192
"R. v. Shepherd",2009,0.0160262724354216,192
"The Queen v. Robertson",1882,0.0160063470123805,527
"Caimaw v. Paccar of Canada Ltd.",1989,0.0159584338163518,249
"Maple Lodge Farms v. Government of Canada",1982,0.015939936041182,249
"In Re Companies",1913,0.0159304347046982,527
"Mount Sinai Hospital Center v. Quebec (Minister of Health and Social Services)",2001,0.0159294985528246,249
"Rex v. Ford",1947,0.0159031997360738,192
"McAskill v. The King",1931,0.015900374897635,635
"Gold Seal Ltd. v. Alberta (Attorney-General)",1921,0.0158934610125262,527
"Electrical Development Co. of Ont. v. Att'Y-Gen'L of Ontario",1919,0.0158855131337367,527
"Tervita Corp. v. Canada (Commissioner of Competition)",2015,0.0158704174298571,249
"R. v. Zundel",1992,0.0158670111226705,527
"Dunmore  v.  Ontario (Attorney General)",2001,0.0158627410164666,527
"Fraser Health Authority v. Workers’ Compensation Appeal Tribunal",2014,0.0158627165294334,249
"Lower Mainland Dairy Products Sales Adjustment Committee v. Crystal Dairy Limited",1932,0.0158505795723744,527
"Theal v. The Queen",1882,0.0158495994356342,635
"Maritime Broadcasting System Limited v. Canadian Media Guild",2014,0.0158475077911879,249
"Canadian National Railway Company v. Emerson Milling Inc.",2017,0.0158443908910818,249
"Gold Seal Limited v. Dominion Express Company",1920,0.0158259403163707,527
"RJR-MacDonald Inc. v. Canada (Attorney General)",1994,0.015823675541491,527
"The Queen v. McGregor",1895,0.0158187680529996,225
"R. v. Golden",2001,0.0158169119799469,192
"Janvier v Workers’ Compensation Board of Saskatchewan",2018,0.0158086849020958,249
"The King v. Daun",1906,0.015801158734033,635
"Carter v. Canada (Attorney General)",2015,0.0157888444316884,527
"UAlberta Pro-Life v Governors of the University of Alberta",2020,0.0157158207672201,527
"R. v. Sankey",1927,0.015714489332516,635
"R. v. Rahey",1987,0.0156995889265778,225
"In the matter: Reference to the Court of Appeal of Quebec pertaining to the constitutional validity of the provisions of article 35 of the Code of Civil Procedure which set at less than $85,000 the exclusive monetary jurisdiction of the Court of Québec and to the appellate jurisdiction assigned to the Court of Québec",2019,0.0156663747666753,527
"R. v. Ladouceur",1990,0.0156313741830732,192
"Welland County Lime Works Co. v. Augustine. (Decision No. 2.)",1912,0.0156284818013692,225
"The Queen v. Jackson",1898,0.0155839208940369,192
"Québec (Procureur général) c. Loyola High School",2012,0.0155426200570137,527
"J.D. Irving, Limited v. North Shore Forest Products Marketing Board et al.",2014,0.0155040046502073,249
"Syndicat des Employés de Production d Québec et et l'Acadie v. Canada (Canadian Human Rights Commission)",1989,0.0154632357159366,249
"Brunet v. The King",1918,0.0154499093601596,635
"Sahaluk v Alberta (Transportation Safety Board)",2015,0.0154463453586466,527
"Manitoba (A.G.) v. Metropolitan Stores Ltd.",1987,0.0154420063143537,527
"Quebec (Attorney General) v. A",2013,0.0154336122483177,527
"R. v. James",1915,0.0154006329660419,527
"R. v. Law",2002,0.0153937529280335,192
"Dunphy v. Croft",1932,0.0153928966527442,527
"British Columbia (Attorney General) v. Canada (Attorney General)",1937,0.0153674712784742,527
"Canadian Pacific Railway Company v. Canada (Attorney General)",2018,0.0153494638426062,249
"In Re Employment of Aliens",1922,0.0153357041311005,527
"R. v. Sands",1915,0.0153206753702396,225
"Sauvé v. Canada (Chief Electoral Officer)",2002,0.0153084224175781,527
"Merck Frosst Canada Ltd. v. Canada (Health)",2012,0.0152973838097569,249
"Canada (Minister of Transport, Infrastructure and Communities) v. Jagjit Singh Farwaha",2014,0.0152756547751153,249
"Desormeaux v. Village of Ste. Thérèse de Blainville",1910,0.0152727994606319,527
"Haida Nation v. British Columbia (Minister of Forests)",2004,0.015234258239011,527
"Osborne v. Canada (Treasury Board)",1991,0.0152192575665882,527
"Djossou v. Canada (Citizenship and Immigration)",2014,0.0152093629948238,249
"Cambie Surgeries Corporation v British Columbia (Attorney General)",2020,0.015206971438582,527
"R. v. Carosella",1997,0.0151858357469939,225
"R. v. Sault Ste. Marie",1978,0.0151767575170515,527
"R. v. Hufsky",1988,0.0151670730443686,192
"Canadian National Railway Co. v. Canada (Attorney General)",2014,0.0151560265329031,249
"Lum v Alberta Dental Association and College (Review Panel)",2015,0.0151539704944961,249
"R. v. Hurd",1913,0.0151460335261889,635
"Canada (Fisheries and Oceans) v. David Suzuki Foundation",2012,0.0151358494323571,249
"The Queen v. McLeod",1883,0.0151353429351192,527
"R. v. Raponi",2006,0.0150997147255781,192
"Harelkin v. University of Regina",1979,0.0150492348416873,249
"Rex v. Sinclair",1915,0.0150253812188917,225
"O'Connor v. Waldron",1934,0.0150246351793102,527
"Begum v. Canada (Citizenship and Immigration)",2017,0.0149859601419417,527
"R. v. Davis",1912,0.0149733307258902,225
"Ex Parte Wilson",1908,0.0149244628281467,225
"The Creditors Relief Act (Re)",1915,0.0149244628281467,225
"ATCO Gas & Pipelines Ltd. v. Alberta (Energy & Utilities Board)",2006,0.0149125435331626,249
"R. v. B. (K.G.)",1993,0.0149074987345726,635
"R. v. Nur",2015,0.0148443822305342,19
"Rothman v. The Queen",1981,0.0148382632381731,192
"Hinzman v. Canada (Citizenship and Immigration)",2007,0.014815486028713,249
