name,year,importance,community,court
"R. v. Finta",1994,0.0164039807079127,411,scc
"Catalyst Paper Corp. v. North Cowichan (District)",2012,0.0163958187696187,1144,scc
"Manitoba Metis Federation Inc. et al. v. Attorney General of Canada et al.",2007,0.0163805204889354,183,mbqb
"R. v. Broyles",1991,0.0163686535206959,638,scc
"R. v. Stevens",1995,0.0163669405264406,226,mbca
"Halpern v. Canada (Attorney General)",2002,0.01631522913476,226,onscdc
"R. v. Ferguson",2006,0.0163028288776506,666,abca
"Lake v. Canada (Minister of Justice)",2008,0.0162733791576442,760,scc
"United Taxi Drivers’ Fellowship of Southern Alberta v. Calgary (City of)",2002,0.0162325111842077,226,abca
"R. v. Scott",1990,0.0162250487373103,816,scc
"British Columbia Teachers' Federation v. British Columbia (Attorney General)",2009,0.0162182601652543,226,bcsc
"R. v. Ramirez",2001,0.0162155355031898,638,abpc
"Wilson v. Atomic Energy of Canada Ltd.",2016,0.0161822068195524,1144,scc
"In the matter: Reference to the Court of Appeal of Quebec pertaining to the constitutional validity of the provisions of article 35 of the Code of Civil Procedure which set at less than $85,000 the exclusive monetary jurisdiction of the Court of Québec and to the appellate jurisdiction assigned to the Court of Québec",2019,0.0161763369118007,1144,qcca
"R. v. M. (M.R.)",1998,0.0161672102284266,638,scc
"Air Canada Pilots Association v. Kelly",2011,0.0161628463601888,226,fct
"Alberta v. B. ( K.)",2000,0.0161558328762967,226,abqb
"R. v. Morrissey",1995,0.0161236312023665,411,onca
"United Taxi Drivers' Fellowship of Southern Alberta v. Calgary (City)",2004,0.0161129875048586,1144,scc
"Mackin v. New Brunswick (Minister of Finance); Rice v. New Brunswick",2002,0.0160955451943627,226,scc
"National Corn Growers Assn. v. Canada (Import tribunal)",1990,0.0160817799797294,1144,scc
"R. v. Hess; R. v. Nguyen",1990,0.0160364313691663,226,scc
"Danyluk v. Ainsworth Technologies Inc.",2001,0.0160291613287282,1144,scc
"Ready v Saskatoon Regional Health Authority",2017,0.0160183915546135,1144,skca
"Lavoie v. Canada",1999,0.0160077888744574,226,fca
"G v. Attorney General for Ontario et al",2017,0.0159619366391426,226,onsc
"United Brotherhood of Carpenters and Joiners of America, Local 579 v. Bradco Construction Ltd.",1993,0.0159220640960172,1144,scc
"Wynberg v. Ontario",2006,0.0158989837827077,226,onca
"British Columbia Civil Liberties Association v. Canada (Attorney General)",2019,0.0158953158121718,226,bcca
"R. v. S.A.",2012,0.0158786941185429,226,abqb
"Canada (National Revenue) v. JP Morgan Asset Management (Canada) Inc.",2013,0.0158731962679351,1144,fca
"R. v. Zundel",1987,0.0158472960265756,226,onca
"R. v. Wiley",1993,0.015842433895453,638,scc
"Pasiechnyk v. Saskatchewan (Workers’ Compensation Board)",1997,0.0158158262616802,1144,scc
"CEP (Local 707) v. Alberta (Labour Relations Board)",2004,0.0157865478598874,1144,abqb
"R. v. Sullivan",2020,0.0157612489988722,226,onca
"Stein et al. v. ‘Kathy K’ et al. (The Ship)",1975,0.0157307259203362,9,scc
"R. v. N.S.",2012,0.0157133254850469,411,scc
"Coates v. Watson",2017,0.0157099134555549,226,oncj
"Granovsky v. Canada (Minister of Employment and Immigration)",2000,0.0157078740664487,226,scc
"R. v. Rudiger",2011,0.0157058460248041,638,bcsc
"R. v. Spencer",2014,0.0156678206579187,638,scc
"R. v. Beaudry",2007,0.01566759373558,411,scc
"Flora v. Ontario Health Insurance Plan",2007,0.0156603991393043,226,onscdc
"Groia v. The Law Society of Upper Canada",2016,0.0156603054183885,1144,onca
"Withler v. Canada (Attorney General)",2008,0.0156560610151128,226,bcca
"Revell v. Canada (Citizenship and Immigration)",2019,0.0156550698993012,226,fca
"R. v. Thompson",1990,0.0155688836474008,638,scc
"Newfoundland Assn. Of public employees v. R.",2002,0.0155639919110824,226,nlca
"Canada (Human Rights Commission) v. Canada (Attorney General)",2012,0.0155608973815326,226,fct
"R. v. Jordan",2016,0.0155489742659789,816,scc
"Suresh v. Canada (Minister of Citizenship and Immigration)",2000,0.0155223817221994,1144,fca
"Nicholson v. Haldimand-Norfolk Regional Police Commissioners",1978,0.0155017820953382,1144,scc
"R. v. Henry",2005,0.0154883661237545,638,scc
"Canadian National Railway Company v. Emerson Milling Inc.",2017,0.0154851594882091,1144,fca
"Ching v. Canada (Immigration, Refugees and Citizenship)",2018,0.0154716770828923,1144,fct
"R. v. Gamble",1988,0.0154688457528921,664,scc
"Quebec (Commission des droits de la personne et des droits de la jeunesse) v. Montréal (City); Quebec (Commission des droits de la personne et des droits de la jeunesse) v. Boisbriand (City)",2000,0.0154661262767401,226,scc
"R v Herntier",2020,0.0154477320504836,411,mbca
"R. v. Jones",2017,0.0154165555537115,638,scc
"Haj Khalil v. Canada",2007,0.0153916722948857,99,fct
"R. v. Martineau",1990,0.0153757089606557,411,scc
"Canadian Broadcasting Corp. v. Canada (Labour Relations Board)",1995,0.0153706387268798,1144,scc
"Association of Justices of the Peace of Ontario v. Ontario (Attorney General)",2008,0.0153665435739163,226,onsc
"Tontarelli v. R.",2009,0.0153588742189167,638,nbca
"B. C. Teacher's Federation v. School District No. 39",2003,0.0153381727401763,226,bcca
"Sauvé v. Canada (Chief Electoral Officer)",1999,0.0153315644243968,226,fca
"R. v. Jacoy",1988,0.0153262241061218,638,scc
"Kreishan v. Canada (Citizenship and Immigration)",2019,0.01532309298772,226,fca
"Northwest Territories (Attorney General) v Fédération Franco-Ténoise",2008,0.0152990151997692,226,ntca
"R. v. Sharma",2018,0.0152929967668372,666,onsc
"Auton (Guardian ad litem of) v. British Columbia (Attorney General)",2004,0.0152919053026669,226,scc
"R v SA",2014,0.0152735178329324,226,abca
"Trang v. Alberta (Edmonton Remand Centre)",2010,0.0152451083118601,226,abqb
"R. v. B. (S.A.)",2001,0.0152369722186678,638,abca
"Pearlman v. Manitoba Law Society Judicial Committee",1991,0.0152062406189878,1144,scc
"R. v. Golub",1997,0.0151957143188694,638,onca
"R. v. Pearson",1992,0.0151876999773476,226,scc
"Canada (Attorney General) v. JTI-Macdonald Corp.",2007,0.0151789422375302,226,scc
"R. v. Aguirre",2006,0.0151762028334372,638,onsc
"Saumur v. City of Quebec",1953,0.0151670178143632,226,scc
"R. v. Padavattan",2007,0.0151635919691123,638,onsc
"Reference Re Alberta Statutes - The Bank Taxation Act; The Credit of Alberta Regulation Act; and the Accurate News and Information Act",1938,0.0151631594918133,226,scc
"R. v. Banks",2001,0.0151344133119445,226,onsc
"Nor-Man Regional Health Authority Inc. v. Manitoba Association of Health Care Professionals",2011,0.015098247939258,1144,scc
"Williams Lake Indian Band v. Canada (Aboriginal Affairs and Northern Development)",2018,0.0150927572700703,1144,scc
"R. v. Potvin",1989,0.0150795971310658,411,scc
"Procureur général des Territoires du Nord-Ouest c. Fédération Franco-Ténoise",2008,0.0150750462171228,226,ntca
"R. v. Montgomery",2016,0.0150721635350879,638,bcca
"British Columbia Civil Liberties Association v Canada (Attorney General)",2018,0.0150659961195974,226,bcsc
"Hogan v. Ontario (Health and Long-Term Care)",2006,0.0150574263663999,226,onhrt
"R. v. Mentuck",2001,0.0150527421979965,226,scc
"Abrametz v Law Society of Saskatchewan",2020,0.0150382821258967,1144,skca
"Mounted Police Association of Ontario v. Canada (Attorney General)",2015,0.015025402887157,226,scc
"R. v. Larouche",2014,0.0150247619418854,226,cmac
"R. v. Violette",2008,0.0150203996767784,638,bcsc
"Canadian Egg Marketing Agency v. Richardson",1997,0.0150188502811657,226,scc
"Athey v. Leonati",1996,0.0150020414827372,9,scc
"Nova Scotia (Attorney General) v. Walsh",2002,0.0149885196714821,226,scc
"R v Ndhlovu",2020,0.0149847141343164,226,abca
"Switzman v. Elbling and A.G. of Quebec",1957,0.014982025768562,226,scc
"Sivia v. British Columbia (Superintendent of Motor Vehicles)",2011,0.0149714686138537,638,bcsc
"Waldman v. The Medical Services Commission of British Columbia",1997,0.0149424236859912,226,bcsc
"ATCO Gas & Pipelines Ltd. v. Alberta (Energy & Utilities Board)",2006,0.0149395036469721,1144,scc
"R. v. Friesen",2020,0.0149174979871275,666,scc
"Canada (Attorney General) v. Mavi",2011,0.0149010063404467,1144,scc
"Re: Anti-Inflation Act",1976,0.01489900722602,1131,scc
"Canadian Centre for Bio-Ethical Reform v Grande Prairie (City)",2018,0.0148765395511599,226,abca
"R. v. Adamo",2013,0.0148711311591169,666,mbqb
"Société Radio-Canada c. Québec (Procureur Général)",2008,0.0148489306839456,226,qcca
"Cepeda-Gutierrez v. Canada (Minister of Citizenship and Immigration)",1998,0.0148454842212547,1144,fct
"Baier v. Alberta",2007,0.0148343637903593,226,scc
"HEU & BCTF et al. v. HEABC & BCPSEA",2007,0.014803452529466,226,bcsc
"Mussani v. College of Physicians and Surgeons of Ontario",2004,0.014792613603734,226,onca
"Harkat (Re)",2010,0.0147917949680367,1144,fct
"R. v. Gagnon",2015,0.0147892248755897,226,cmac
"Phillips v. Nova Scotia (Commission of Inquiry into the Westray Mine Tragedy)",1995,0.0147844904128152,226,scc
"R. v. Jaycox",2010,0.0147584288436526,638,bcpc
"Jones v. British Columbia (Attorney General)",2007,0.0147560964378196,638,bcsc
"Cooper v. Canada (Human Rights Commission)",1996,0.0147548469980415,1144,scc
"Thomson Newspaper Co. v. Canada (Attorney General)",1995,0.0147449361131353,226,onsc
"McIvor v. The Registrar, Indian and Northern Affairs Canada",2007,0.0147412156209421,226,bcsc
"R. v. Wust",2000,0.0147325829581134,666,scc
"Fraser Health Authority v. Workers’ Compensation Appeal Tribunal",2014,0.0146646401791766,1144,bcca
"R. v. Adam et al",2006,0.0146645413672402,816,bcsc
"B. (R.) v. Children's Aid Society of Metropolitan Toronto",1992,0.0146611342623846,226,onca
"R. v. Wigglesworth",1987,0.0146390729621777,226,scc
"Willick v. Willick",1994,0.0146390094690957,536,scc
"R. v. Smith",1992,0.0145869010254877,411,scc
"Wallace v. United Grain Growers Ltd.",1997,0.0145844286499371,1359,scc
"R. v. Gardiner",1982,0.0145782566096626,666,scc
"R. v. Jarvis",2019,0.0145752477676413,638,scc
"The Christian Medical and Dental Society of Canada v. College of Physicians and Surgeons of Ontario",2018,0.0145290822978451,226,onscdc
"Reece v. Edmonton (City)",2011,0.0145173122292215,664,abca
"Morrow v. Zhang",2008,0.0145163619020574,226,abqb
"R. v. Morris",1998,0.0145084822179226,638,nsca
"R. v. Kitaitchik",2002,0.0144938941844798,638,onca
"Brar and others v. B.C. Veterinary Medical Association and Osborne",2015,0.0144891988035365,226,bchrt
"Pridgen v. University of Calgary",2012,0.0144775593747301,226,abca
"May v. Ferndale Institution",2005,0.0144328863550141,664,scc
"Lum v Alberta Dental Association and College (Review Panel)",2015,0.0144269538391154,1144,abqb
"Halifax (Regional Municipality) v. Nova Scotia (Human Rights Commission)",2012,0.0144255931270887,1144,scc
"Reference Re Canada Assistance Plan (B.C.)",1991,0.0144197260731645,1144,scc
"First Nations Child and Family Caring Society of Canada et al. v. Attorney General of Canada (for the Minister of Indian and Northern Affairs Canada)",2016,0.0144136154024003,226,chrt
"Y.Z. v. Canada (Citizenship and Immigration)",2015,0.0144111726337609,226,fct
"Congrégation des témoins de Jéhovah de St-Jérôme-Lafontaine v. Lafontaine (Village)",2004,0.0143742442071824,1144,scc
"R. v. Smith",1988,0.0143706334485101,226,onsc
"PHS Community Services Society v. Canada (Attorney General)",2010,0.0143637568619643,226,bcca
"R. v. Rose",1998,0.0143558238961236,411,scc
"Dickason v. University of Alberta",1992,0.0143407268332791,226,scc
"Harelkin v. University of Regina",1979,0.0143376078545738,1144,scc
"R. v. Wilder",2002,0.0143315841149956,411,bcsc
"R. v. Dyck",2005,0.0143255411964565,226,onsc
"Divito v. Canada (Public Safety and Emergency Preparedness)",2013,0.0142914590090398,226,scc
"Labourers International Union of North America, Local 615 v CanMar Contracting Ltd.",2016,0.0142844502315109,1144,nsca
"Toronto Star Newspapers Ltd. v. Canada",2009,0.0142771765008105,226,onca
"Brooks v. Canada Safeway Ltd.",1989,0.0142519693395251,226,scc
"Can v Calgary (Police Service)",2014,0.0142278750888416,638,abca
"Barbra Schlifer Commemorative Clinic v. Canada",2014,0.0142239037519932,226,onsc
"R. v. MacDonald",2014,0.0142112895412401,638,scc
"PSAC v. Canada",1987,0.0142093024726227,226,scc
"B.C.G.E.U. v. British Columbia (Attorney General)",1988,0.0141929451983912,226,scc
"R. v. Nolet",2009,0.0141795737601405,638,skca
"R. v. Lepage",1995,0.014170475948031,226,onsc
"R. v. Grant",2006,0.0141694173457607,638,onca
"Ruby v. Canada (Solicitor General)",2002,0.0141607429336453,1144,scc
"R. v. Bernard",1988,0.0141517063165575,411,scc
"Loyola High School c. Courchesne",2010,0.0141335628036727,226,qccs
"CKY-TV v. Communications, Energy and Paperworkers Union of Canada, Local 816",2009,0.0141334692206162,226,mbqb
"R v Rogers",2014,0.0141068888840439,638,skqb
"Merck Frosst Canada Ltd. v. Canada (Health)",2012,0.0141032759789373,1144,scc
"R. v. Nakamura",2011,0.0141007812852858,638,bcsc
"Canadian Pacific Ltd. v. Matsqui Indian Band",1995,0.0140854420329212,1144,scc
"Schreiber v. Canada (Attorney General)",1998,0.0140762204010643,638,scc
"R. v. St. Clair",2018,0.0140742126128393,638,onsc
"R. v. Jacques",1996,0.0140654054915198,638,scc
"R. v. Crocker",2009,0.014065140396025,638,bcca
"Weber v. Ontario Hydro",1995,0.014055859511546,1144,scc
"R. v. Pawlowski",2009,0.014052817320271,226,abpc
"Edwards v. Canada (Attorney General)",1929,0.0140463054585077,226,ukjcpc
"Halpern v. Canada (Attorney general)",2003,0.0139757198654817,226,onca
"R. v. Mahmood",2011,0.0139624368752382,638,onca
"Canadian Council of Churches v. Canada (Minister of Employment and Immigration)",1992,0.0139609168065671,226,scc
"R. v. Mack",1988,0.0139606377649307,816,scc
"R. v. DeSousa",1992,0.0139442820797789,411,scc
"Ville de Montréal c. Astral Media Affichage",2019,0.0139233519427643,226,qcca
"Parry Sound (District) Social Services Administration Board v. O.P.S.E.U., Local 324",2003,0.0139205639990663,1144,scc
"R. v. Nur",2013,0.0139037390059471,666,onca
"R. v Persaud",2016,0.0138872555406184,638,onsc
"Dish Network L.L.C. v. Rex",2011,0.0138668995205088,226,bcsc
"R. v. Smickle",2012,0.0138542428200151,666,onsc
"Dubois v. The Queen",1985,0.013837078335262,638,scc
"R. v. Chehil",2013,0.0138312621106613,638,scc
"R. v. Boudreault",2018,0.0138275427530697,666,scc
"R. v. Sparrow",1990,0.0138160536747071,183,scc
"Mount Sinai Hospital Center v. Quebec (Minister of Health and Social Services)",2001,0.0138114825316317,1144,scc
"Hislop v. Canada (Attorney General)",2004,0.0138108086608574,226,onca
"Egan v. Canada",1993,0.0138002135465081,226,fca
"Hassouna v. Canada (Citizenship and Immigration)",2017,0.0138000332205772,1144,fct
"Cheskes v. Ontario (Attorney General)",2007,0.0137939630387583,226,onsc
"Wynberg v. Ontario",2005,0.013788664136922,226,onsc
"Vriend v. Alberta",1996,0.0137857430601378,226,abca
"Solosky v. The Queen",1979,0.0137792455857515,816,scc
"Canadian Copyright Licensing Agency (Access Copyright) v. Canada",2018,0.0137689322269298,1144,fca
"Boeyen v. Canada (Attorney General)",2013,0.0137336330010977,1144,fct
"R. v. Shepherd",2007,0.0137324958663427,638,skca
"Deri  v. Canada (Citizenship and Immigration)",2015,0.0137281883255716,1144,fct
"R. v. L. (D.O.)",1993,0.0137255140293264,411,scc
"R. v. Fleming (D.P.)",2003,0.0137183777670252,638,nlsctd
"Canada (Attorney General) v. Federation of Law Societies of Canada",2015,0.0137174695528517,226,scc
"R. v. Cunsolo",2008,0.0137074639515716,638,onsc
"R. v. Philpott",2002,0.0137024275151446,638,onsc
"R v Shinkewski",2012,0.0136975083930451,638,skca
"R. v. Khelawon",2006,0.0136922014599918,411,scc
"R v Peers",2015,0.0136838010401803,226,abqb
"R. v. Latimer",2001,0.0136796856944685,666,scc
"R. v. Elshaw",1991,0.0136708902577418,638,scc
"R. v. Heikel",1990,0.0136701047620279,638,abqb
"Crevier v. A.G. (Québec) et al.",1981,0.0136684824085459,1144,scc
"R. v. Monney",1999,0.0136596454329187,638,scc
"Entertainment Software Association v. Society of Composers, Authors and Music Publishers of Canada",2020,0.0136576394561324,1144,fca
"R. v. Taillefer; R. v. Duguay",2003,0.0136329099784678,816,scc
"R. v. Lam",2014,0.0136259248306806,638,onsc
"R. v. Osolin",1993,0.0136011914130431,411,scc
"International Association of Fire Fighters, Local 268 v. Adekayode",2016,0.0135811199520709,226,nsca
"Canadian National Railway Co. v. Canada (Attorney General)",2014,0.0135799277573827,1144,scc
"Odhavji Estate v. Woodhouse",2003,0.0135758601626265,99,scc
"Ferraiuolo v. Olson",2004,0.0135736567197878,9,abca
"Canada (Minister of Transport, Infrastructure and Communities) v. Jagjit Singh Farwaha",2014,0.0135396346698664,1144,fca
"Caimaw v. Paccar of Canada Ltd.",1989,0.0135327955743374,1144,scc
"J.D. Irving, Limited v. North Shore Forest Products Marketing Board et al.",2014,0.0134942391141733,1144,nbca
"R. v. La",1997,0.0134669545122531,816,scc
"R. v. Vu",2013,0.0134569486534035,638,scc
"Canada (Prime Minister) v. Khadr",2010,0.0134566485807257,226,scc
"R. v. Pan",1999,0.0134498949965615,411,onca
"All Trans Financial Services Credit Union Limited v Financial Institutions Commission",2017,0.013440344285499,1144,bcsc
"R. v. Laba",1994,0.01343206242068,226,scc
"Syndicat des Employés de Production d Québec et et l'Acadie v. Canada (Canadian Human Rights Commission)",1989,0.0134276179941639,1144,scc
"Saskatchewan v Good Spirit School Division No. 204",2020,0.0134175917523137,226,skca
"R. v. Gomboc",2010,0.0134066960094316,638,scc
"R. v. Harrison",2008,0.0133960980208554,638,onca
"Christian Medical and Dental Society of Canada v. College of Physicians and Surgeons of Ontario",2019,0.0133918964969717,226,onca
"R. v. Henderson (W.E.)",2012,0.0133806273363058,411,mbca
"Bonitto v. Halifax Regional School Board",2015,0.0133516241332729,226,nsca
"R v Alcantara",2012,0.0133434771810064,638,abqb
"Mussani v. College of physicians and surgeons of Ontario",2003,0.0133346885426799,226,onscdc
"Friesen (Brian Neil) Dental Corp. et al. v. Director of Companies Office (Man.) et al.",2011,0.0133343790591549,1144,mbca
"Bennett v. Canada (Attorney General)",2011,0.0133181935867205,226,fct
"Trinity Western University v. Nova Scotia Barristers’ Society",2015,0.0133138833039612,226,nssc
"Service Employees’ International Union, Local No. 333 v. Nipawin District Staff Nurses Association et al.",1973,0.0132809661188052,1144,scc
"Hodge v. Canada (Minister of Human Resources Development)",2004,0.0132724189281197,226,scc
"R. v. Campbell",1999,0.0132588805751116,816,scc
"New Brunswick Broadcasting Co. v. Nova Scotia (Speaker of the House of Assembly)",1993,0.0132567622874746,226,scc
"R. v.  Sharpe",1999,0.0132210076626432,226,bcca
"Canadian Western Bank v. Alberta",2007,0.013213070041513,1131,scc
"Maple Lodge Farms v. Government of Canada",1982,0.0132009378375923,1144,scc
"R. v. S.A.B.",2003,0.0131939822643223,638,scc
"R. v. Grewall et al",2000,0.0131754472798074,638,bcsc
"R. v. Lippé",1990,0.0131751819673656,1144,scc
"Mooring v. Canada (National Parole Board)",1996,0.0131718885304225,1144,scc
"Ocean Port Hotel Ltd. v. British Columbia (General Manager, Liquor Control and Licensing Branch)",2001,0.0131516884937613,1144,scc
"J.G. v. New Brunswick (Health and Community Services)",1997,0.0131410054772052,226,nbca
"Alberta (Workers' Compensation Board) v. Appeals Commission",2005,0.0131383376380028,1144,abca
"Manitoba v. Russell Inns Ltd. et al.",2013,0.0131361427729737,1144,mbca
"R. v. Chin",2003,0.0131323737469189,638,abpc
"R. v. Stone",1999,0.013131786045214,666,scc
"R. v. Boutilier",2015,0.0131238678614145,666,bcsc
"R. v. Rochat",1999,0.0131235623728762,638,abpc
"Catholic Children’s Aid Society of Hamilton v G.H., T.V. and Eastern Woodlands Métis of Nova Scotia",2016,0.013106109948953,226,onsc
"EGALE Canada Inc. v. Canada (Attorney General of)",2001,0.0131038602966487,226,bcsc
"Kane v. Bd. of Governors of U.B.C.",1980,0.0130872649508375,1144,scc
"Hill v. Hamilton-Wentworth Regional Police Services Board",2007,0.0130807191827154,99,scc
"Engel v Alberta (Executive Council)",2019,0.0130757847543382,226,abqb
"R. v. Khan",2001,0.0130725707377702,411,scc
"Sahaluk v Alberta (Transportation Safety Board)",2017,0.0130640200298593,226,abca
"Proulx v. Quebec (Attorney General)",2001,0.0130514715131229,99,scc
"Simon Gillies et al v. Toronto District School Board",2015,0.0130493213952289,638,onsc
"R. v. Potter; R. v. Colpitts",2020,0.013032189097098,411,nsca
"R. v. Tse",2008,0.0130284559103626,638,bcsc
"R. v. Cook",1998,0.0130230405855383,638,scc
"Named Person v. Vancouver Sun",2007,0.0129925213060238,816,scc
"Kourtessis v. M.N.R.",1993,0.0129732822657545,816,scc
"R. v. Bryan",2007,0.0129714517170359,226,scc
"Vetrovec v. The Queen",1982,0.0129602606145261,411,scc
"Canada (Fisheries and Oceans) v. David Suzuki Foundation",2012,0.012959015070349,1144,fca
"Delgamuukw v. British Columbia",1997,0.0129421787757406,183,scc
"Boudreault c. R.",2016,0.0129346738277045,666,qcca
"Criminal Lawyers' Association v. Ontario (Ministry of Public Safety and Security)",2004,0.0129282539038526,226,onscdc
"R. v. Burke",1996,0.0129267985904258,411,scc
"Dehghani v. Canada (Minister of Employment and Immigration)",1993,0.0129201120361468,638,scc
"R. v. Cinous",2002,0.0129179063224315,411,scc
"Tervita Corp. v. Canada (Commissioner of Competition)",2015,0.0129144408116547,1144,scc
"Kamloops v. Nielsen",1984,0.0129055392503361,99,scc
"Kanthasamy v. Canada (Citizenship and Immigration)",2015,0.0129024536521696,1144,scc
"R v Ryan",2015,0.0128887908518977,666,abca
"Driskell  v. Manitoba (Attorney General)",1999,0.0128887178020941,226,mbqb
"R. v. Michaud",2015,0.0128811956023433,226,onca
"Olvera Romero v. Canada (Citizenship and Immigration)",2014,0.0128794353219051,1144,fct
"Celgene Corp. v. Canada (Attorney General)",2011,0.0128472596911724,1144,scc
"R. v. Briggs",2001,0.0128470431688627,666,onca
"R. v. Hydro-Québec",1997,0.0128409327172513,1131,scc
"R v Beaver",2019,0.012819020519274,638,abqb
"Beckman v. Little Salmon/Carmacks First Nation",2010,0.0128182165603512,183,scc
"Archibald v. Canada",1997,0.0128087561421372,226,fct
"Ismail v. British Columbia (Human Rights Tribunal)",2013,0.0128060660582433,226,bcsc
"Erasmo v. Canada (Attorney General)",2015,0.0128052425102766,226,fca
"Reference re Greenhouse Gas Pollution Pricing Act",2020,0.0128040104203345,1131,abca
"Hamm v Canada (Attorney General)",2019,0.0128027054208734,664,abqb
"Orr  v. Peerless Trout First Nation",2015,0.0127829869242952,226,fct
"Lalonde v. Ontario (Commission de restructuration des services de santé)",2001,0.0127780599535091,226,onca
"Marriage Commissioners Appointed Under The Marriage Act (Re)",2011,0.0127688847182788,226,skca
"Baril v. Obelnicki",2007,0.0127610217526545,226,mbca
"R. v. Gomboc",2009,0.0127390662295689,638,abca
"R. v. Sipes",2011,0.0127342070748814,638,bcsc
"Michaud v. Quebec (Attorney General)",1996,0.0127297204930448,638,scc
"R. v. Nguyen",2008,0.0127183086482812,638,skca
"Young v. Ewatski et al.",2012,0.0127064688275533,638,mbca
"Auton (Guardian of) v. British Columbia (Attorney General)",2002,0.0126846056421989,226,bcca
"Canada (Human Rights Commission) v. Canada (Attorney General)",2016,0.0126829241363856,226,fca
"Nova Scotia (Community Services) v. T.G.",2012,0.0126813817460352,1144,nsca
"Gordon v. Canada (Attorney General)",2016,0.0126661381830458,226,onca
"R. v. Imperial Tobacco Canada Ltd.",2011,0.0126618287907767,99,scc
"R. v. Malmo-Levine et al.",2000,0.0126415257535785,226,bcca
"Comité paritaire de l'industrie de la chemise v. Potash; Comité paritaire de l'industrie de la chemise v. Sélection Milton",1994,0.0126336488914172,638,scc
"R. v. Seo",1986,0.0126283291585406,638,onca
"R v Lichtenwald",2020,0.012615855590905,638,skca
"Boulter v. Nova Scotia Power Incorporation",2009,0.012604969551092,226,nsca
"Bell Canada v. 7265921 Canada Ltd.",2018,0.0125937058896632,1144,fca
"R. v. Tse",2012,0.0125869004446345,638,scc
"Djossou v. Canada (Citizenship and Immigration)",2014,0.0125830953102385,1144,fct
"Begum v. Canada (Citizenship and Immigration)",2018,0.012580441989808,226,fca
"R. v. Farrugia",2012,0.0125684340234623,638,oncj
"Stadler v Director, St Boniface/St Vital",2020,0.0125640366500477,226,mbca
"R. v. Spence",2005,0.0125576108571681,226,scc
"Toronto Star Newspapers Ltd. v. Canada",2010,0.012555128901272,226,scc
"Taylor v. Canada (Minister of Citizenship and Immigration)",2006,0.012552890623511,226,fct
"Collins v. Canada",1999,0.012548001005384,226,fct
"R. v. Hynes",2001,0.012541298508684,816,scc
"R. v. McClure",2001,0.0125407517284528,816,scc
"West Fraser Mills Ltd. v. British Columbia (Workers’ Compensation Appeal Tribunal)",2018,0.0125361014611321,1144,scc
"Bell Canada v. Canada (Canadian Radio-Television and Telecommunications Commission)",1989,0.012517664260759,1144,scc
"National Bank Financial Ltd. v. Barthe Estate",2015,0.0125009879598141,99,nsca
"Robertson v. Edmonton (City) Police Service (#10)",2004,0.0124899774369976,1144,abqb
"Gitxaala Nation v. Canada",2016,0.0124806535882968,1144,fca
"Hawley v. Bapoo",2005,0.012475701235487,99,onsc
"Saskatchewan (Energy and Resources) v Areva Resources Canada Inc",2013,0.0124571116771936,1144,skca
"Canada (Attorney General) v. Reform Party of Canada",1995,0.0124462117888186,226,abca
"R v By",2015,0.0124354778154936,638,skqb
"Sharif v. Canada (Attorney General)",2018,0.0124309482185071,1144,fca
"Corp. of Canadian Civil Liberties Assn. v. Canada (Attorney General)",1992,0.0124287177974251,226,onsc
"R. v. Egger",1993,0.0124257061016116,816,scc
"Alberta Teachers’ Association v. Alberta (Information and Privacy Commissioner)",2011,0.0124093667189226,1144,abqb
"R. v. Godoy",1999,0.0123910703689063,638,scc
"Trociuk v. British Columbia (Attorney General)",2003,0.0123808034348136,226,scc
"R. v. Mills",2019,0.0123680217187079,638,scc
"R. v. Lifchus",1997,0.0123509432787509,411,scc
"R. c. Palmieri",2012,0.0123492594035586,666,qccq
"Minister of Justice (Can.) v. Borowski",1981,0.0123462410003572,226,scc
"R. v. Brosseau",2001,0.0123441248730703,638,abpc
"Maritime Broadcasting System Limited v. Canadian Media Guild",2014,0.0123426366524983,1144,fca
"Ktunaxa Nation v. British Columbia (Forests, Lands and Natural Resource Operations)",2014,0.012334094225451,183,bcsc
"P.S.C. v. British Columbia (Attorney General)",2007,0.0123227918615725,226,bcsc
"Newfoundland Telephone Co. v. Newfoundland (Board of Commissioners of Public Utilities)",1992,0.0123149197152082,1144,scc
"Cuddy Chicks Ltd. v. Ontario (Labour Relations Board)",1991,0.012312277883826,226,scc
"Walsh v. Mobil Oil Canada",2008,0.012307586144405,226,abca
"R v Kovich (GW)",2016,0.0122886702778443,226,mbca
"Wakeling v. United States of America",2014,0.012284990130071,638,scc
"A.U.P.E. v. Provincial Health Authorities of Alberta",2004,0.0122784149370525,1144,abqb
"Gould v. Yukon Order of Pioneers",1991,0.0122718850427227,226,yksc
"Hitzig v. Canada",2003,0.0122652252665854,226,onsc
"R v McMahon",2018,0.0122651356283174,638,skca
"R. v. Rowbotham",1988,0.0122368901429205,816,onca
"Roach v. Canada ( Minister of State for Multiculturalism and Citizenship )",1994,0.0122335265354695,226,fca
"Sciberras v. Workers’ Compensation Board (Man.)",2011,0.0122319064742961,1144,mbca
"The Queen v. Wray",1970,0.0122238188841198,638,scc
"R. v. Trang",2002,0.0122131169965443,816,abqb
"Moretto v. Canada (Citizenship and Immigration)",2018,0.0122109417295624,226,fct
